จังหวัด,ปี,ชาย (คน),หญิง (คน),รวม (คน)
พะเยา,2562,1581,1485,3066
เชียงราย,2562,5680,5311,10991
แม่ฮ่องสอน,2562,1911,1848,3759
นครสวรรค์,2562,3634,3400,7034
อุทัยธานี,2562,1230,1112,2342
กำแพงเพชร,2562,2370,2112,4482
ตาก,2562,6293,6066,12359
สุโขทัย,2562,1644,1656,3300
พิษณุโลก,2562,3641,3464,7105
พิจิตร,2562,1681,1712,3393
เพชรบูรณ์,2562,3379,3085,6464
ราชบุรี,2562,4188,3889,8077
กาญจนบุรี,2562,3811,3596,7407
สุพรรณบุรี,2562,3378,3351,6729
นครปฐม,2562,3726,3530,7256
สมุทรสาคร,2562,4001,3797,7798
สมุทรสงคราม,2562,435,450,885
เพชรบุรี,2562,1850,1759,3609
ประจวบคีรีขันธ์,2562,2815,2555,5370
นครศรีธรรมราช,2562,7327,7109,14436
กระบี่,2562,2992,2872,5864
พังงา,2562,1051,970,2021
ภูเก็ต,2562,3766,3555,7321
สุราษฎร์ธานี,2562,6220,5909,12129
ระนอง,2562,1206,1244,2450
ชุมพร,2562,2479,2378,4857
สงขลา,2562,8675,8092,16767
สตูล,2562,1852,1706,3558
ตรัง,2562,3124,2852,5976
พัทลุง,2562,2018,1900,3918
ปัตตานี,2562,5502,5139,10641
ยะลา,2562,5264,5143,10407
นราธิวาส,2562,6106,5593,11699
กรุงเทพมหานคร,2563,36759,34214,70973
สมุทรปราการ,2563,6348,5778,12126
นนทบุรี,2563,4172,3919,8091
ปทุมธานี,2563,5203,4928,10131
พระนครศรีอยุธยา,2563,3481,3205,6686
อ่างทอง,2563,858,829,1687
ลพบุรี,2563,2698,2601,5299
สิงห์บุรี,2563,802,818,1620
ชัยนาท,2563,804,789,1593
สระบุรี,2563,3126,2963,6089
ชลบุรี,2563,13012,12266,25278
ระยอง,2563,4295,3856,8151
จันทบุรี,2563,2809,2685,5494
ตราด,2563,967,916,1883
ฉะเชิงเทรา,2563,3476,3258,6734
ปราจีนบุรี,2563,2737,2519,5256
นครนายก,2563,1611,1537,3148
สระแก้ว,2563,2522,2451,4973
นครราชสีมา,2563,10567,9732,20299
บุรีรัมย์,2563,5871,5502,11373
สุรินทร์,2563,5114,4848,9962
ศรีสะเกษ,2563,5170,4734,9904
อุบลราชธานี,2563,8144,7582,15726
ยโสธร,2563,1745,1662,3407
ชัยภูมิ,2563,3807,3529,7336
อำนาจเจริญ,2563,1328,1309,2637
บึงกาฬ,2563,1693,1555,3248
หนองบัวลำภู,2563,1825,1761,3586
ขอนแก่น,2563,7176,6836,14012
อุดรธานี,2563,6107,5668,11775
เลย,2563,2633,2432,5065
หนองคาย,2563,1937,1984,3921
มหาสารคาม,2563,2863,2759,5622
ร้อยเอ็ด,2563,4036,3921,7957
กาฬสินธุ์,2563,3106,3039,6145
สกลนคร,2563,4486,4284,8770
นครพนม,2563,2548,2475,5023
มุกดาหาร,2563,1498,1413,2911
เชียงใหม่,2563,8737,8276,17013
ลำพูน,2563,1292,1300,2592
ลำปาง,2563,1866,1767,3633
อุตรดิตถ์,2563,1293,1237,2530
แพร่,2563,1110,1043,2153
น่าน,2563,1622,1520,3142
พะเยา,2563,1497,1326,2823
เชียงราย,2563,5300,5071,10371
แม่ฮ่องสอน,2563,1774,1676,3450
นครสวรรค์,2563,3672,3417,7089
อุทัยธานี,2563,1161,1097,2258
กำแพงเพชร,2563,2197,2029,4226
ตาก,2563,5171,4890,10061
สุโขทัย,2563,1673,1543,3216
พิษณุโลก,2563,3410,3218,6628
พิจิตร,2563,1750,1613,3363
เพชรบูรณ์,2563,3247,2989,6236
ราชบุรี,2563,3890,3575,7465
กาญจนบุรี,2563,3686,3443,7129
สุพรรณบุรี,2563,3325,3220,6545
นครปฐม,2563,3403,3184,6587
สมุทรสาคร,2563,3954,3644,7598
สมุทรสงคราม,2563,447,418,865
เพชรบุรี,2563,1814,1712,3526
ประจวบคีรีขันธ์,2563,2662,2437,5099
นครศรีธรรมราช,2563,6987,6666,13653
กระบี่,2563,2887,2704,5591
พังงา,2563,1051,1034,2085
ภูเก็ต,2563,3249,3121,6370
สุราษฎร์ธานี,2563,5954,5498,11452
ระนอง,2563,1024,997,2021
ชุมพร,2563,2413,2225,4638
สงขลา,2563,8382,7735,16117
สตูล,2563,1825,1684,3509
ตรัง,2563,2859,2705,5564
พัทลุง,2563,1945,1774,3719
ปัตตานี,2563,5626,5307,10933
ยะลา,2563,5232,5029,10261
นราธิวาส,2563,6115,5851,11966
กรุงเทพมหานคร,2564,31973,29631,61604
สมุทรปราการ,2564,6040,5524,11564
นนทบุรี,2564,3928,3697,7625
ปทุมธานี,2564,4973,4625,9598
พระนครศรีอยุธยา,2564,3076,2845,5921
อ่างทอง,2564,804,769,1573
ลพบุรี,2564,2439,2298,4737
สิงห์บุรี,2564,736,710,1446
ชัยนาท,2564,729,665,1394
สระบุรี,2564,2922,2847,5769
ชลบุรี,2564,11819,11166,22985
ระยอง,2564,3877,3706,7583
จันทบุรี,2564,2722,2598,5320
ตราด,2564,956,883,1839
ฉะเชิงเทรา,2564,3258,3057,6315
ปราจีนบุรี,2564,2547,2354,4901
นครนายก,2564,1453,1340,2793
สระแก้ว,2564,2520,2335,4855
นครราชสีมา,2564,9907,9290,19197
บุรีรัมย์,2564,5389,5266,10655
สุรินทร์,2564,4959,4527,9486
ศรีสะเกษ,2564,4906,4556,9462
อุบลราชธานี,2564,7688,7363,15051
ยโสธร,2564,1750,1670,3420
ชัยภูมิ,2564,3505,3308,6813
อำนาจเจริญ,2564,1375,1273,2648
บึงกาฬ,2564,1572,1521,3093
หนองบัวลำภู,2564,1712,1637,3349
ขอนแก่น,2564,6952,6299,13251
อุดรธานี,2564,5540,5312,10852
เลย,2564,2490,2368,4858
หนองคาย,2564,1894,1790,3684
มหาสารคาม,2564,2714,2672,5386
ร้อยเอ็ด,2564,4060,3769,7829
กาฬสินธุ์,2564,3063,2891,5954
สกลนคร,2564,4306,4112,8418
นครพนม,2564,2442,2285,4727
มุกดาหาร,2564,1454,1400,2854
เชียงใหม่,2564,8105,7614,15719
ลำพูน,2564,1291,1129,2420
ลำปาง,2564,1839,1680,3519
อุตรดิตถ์,2564,1251,1160,2411
แพร่,2564,1086,1005,2091
น่าน,2564,1473,1443,2916
พะเยา,2564,1410,1256,2666
เชียงราย,2564,4773,4514,9287
แม่ฮ่องสอน,2564,1657,1631,3288
นครสวรรค์,2564,3434,3171,6605
อุทัยธานี,2564,1121,1003,2124
กำแพงเพชร,2564,2197,2060,4257
ตาก,2564,4843,4331,9174
สุโขทัย,2564,1517,1518,3035
พิษณุโลก,2564,3306,3102,6408
พิจิตร,2564,1605,1562,3167
เพชรบูรณ์,2564,3052,2911,5963
ราชบุรี,2564,3716,3492,7208
กาญจนบุรี,2564,3518,3377,6895
สุพรรณบุรี,2564,3122,2987,6109
นครปฐม,2564,3082,2974,6056
สมุทรสาคร,2564,3335,3215,6550
สมุทรสงคราม,2564,406,437,843
เพชรบุรี,2564,1629,1596,3225
ประจวบคีรีขันธ์,2564,2394,2227,4621
นครศรีธรรมราช,2564,6628,6430,13058
กระบี่,2564,2559,2459,5018
พังงา,2564,946,914,1860
ภูเก็ต,2564,2496,2311,4807
สุราษฎร์ธานี,2564,5283,4896,10179
ระนอง,2564,859,821,1680
ชุมพร,2564,2293,2183,4476
สงขลา,2564,7816,7334,15150
สตูล,2564,1704,1458,3162
ตรัง,2564,2595,2482,5077
พัทลุง,2564,1697,1707,3404
ปัตตานี,2564,5192,5091,10283
ยะลา,2564,5073,4682,9755
นราธิวาส,2564,5798,5497,11295
