จังหวัด,ปี,ชาย (คน),หญิง (คน),รวม (คน)
จังหวัดสตูล,2556,2564,2460,5024
จังหวัดตรัง,2556,4470,4088,8558
จังหวัดพัทลุง,2556,2927,2646,5573
จังหวัดปัตตานี,2556,6492,6081,12573
จังหวัดยะลา,2556,5973,5516,11489
จังหวัดนราธิวาส,2556,6889,6919,13808
กรุงเทพมหานคร,2557,51190,48428,99618
จังหวัดสมุทรปราการ,2557,8669,8108,16777
จังหวัดนนทบุรี,2557,5381,5070,10451
จังหวัดปทุมธานี,2557,6391,5739,12130
จังหวัดพระนครศรีอยุธยา,2557,4518,4234,8752
จังหวัดอ่างทอง,2557,1316,1202,2518
จังหวัดลพบุรี,2557,3657,3398,7055
จังหวัดสิงห์บุรี,2557,1091,974,2065
จังหวัดชัยนาท,2557,1403,1327,2730
จังหวัดสระบุรี,2557,4167,3843,8010
จังหวัดชลบุรี,2557,16778,15715,32493
จังหวัดระยอง,2557,5127,4780,9907
จังหวัดจันทบุรี,2557,3309,3180,6489
จังหวัดตราด,2557,1340,1339,2679
จังหวัดฉะเชิงเทรา,2557,4365,4211,8576
จังหวัดปราจีนบุรี,2557,3061,2845,5906
จังหวัดนครนายก,2557,1970,1852,3822
จังหวัดสระแก้ว,2557,2960,2787,5747
จังหวัดนครราชสีมา,2557,13623,13146,26769
จังหวัดบุรีรัมย์,2557,7938,7431,15369
จังหวัดสุรินทร์,2557,6804,6579,13383
จังหวัดศรีสะเกษ,2557,6638,6285,12923
จังหวัดอุบลราชธานี,2557,10302,9645,19947
จังหวัดยโสธร,2557,2272,2150,4422
จังหวัดชัยภูมิ,2557,4933,4690,9623
จังหวัดอำนาจเจริญ,2557,1661,1622,3283
จังหวัดบึงกาฬ,2557,2377,2086,4463
จังหวัดหนองบัวลำภู,2557,2501,2313,4814
จังหวัดขอนแก่น,2557,9976,9245,19221
จังหวัดอุดรธานี,2557,8253,7866,16119
จังหวัดเลย,2557,3436,3048,6484
จังหวัดหนองคาย,2557,2655,2574,5229
จังหวัดมหาสารคาม,2557,3714,3465,7179
จังหวัดร้อยเอ็ด,2557,5235,5155,10390
จังหวัดกาฬสินธุ์,2557,4351,4120,8471
จังหวัดสกลนคร,2557,6336,6085,12421
จังหวัดนครพนม,2557,3148,2938,6086
จังหวัดมุกดาหาร,2557,1955,1927,3882
จังหวัดเชียงใหม่,2557,10941,10240,21181
จังหวัดลำพูน,2557,1769,1704,3473
จังหวัดลำปาง,2557,2398,2331,4729
จังหวัดอุตรดิตถ์,2557,1804,1815,3619
จังหวัดแพร่,2557,1550,1510,3060
จังหวัดน่าน,2557,1973,1908,3881
จังหวัดพะเยา,2557,1910,1732,3642
จังหวัดเชียงราย,2557,6073,5711,11784
จังหวัดแม่ฮ่องสอน,2557,1591,1635,3226
จังหวัดนครสวรรค์,2557,5120,4814,9934
จังหวัดอุทัยธานี,2557,1484,1461,2945
จังหวัดกำแพงเพชร,2557,3245,2905,6150
จังหวัดตาก,2557,4866,4641,9507
จังหวัดสุโขทัย,2557,2385,2244,4629
จังหวัดพิษณุโลก,2557,4572,4302,8874
จังหวัดพิจิตร,2557,2458,2324,4782
จังหวัดเพชรบูรณ์,2557,4106,3936,8042
จังหวัดราชบุรี,2557,5446,5310,10756
จังหวัดกาญจนบุรี,2557,4870,4595,9465
จังหวัดสุพรรณบุรี,2557,4671,4319,8990
จังหวัดนครปฐม,2557,4808,4493,9301
จังหวัดสมุทรสาคร,2557,7122,6793,13915
จังหวัดสมุทรสงคราม,2557,741,743,1484
จังหวัดเพชรบุรี,2557,2430,2277,4707
จังหวัดประจวบคีรีขันธ์,2557,3608,3363,6971
จังหวัดนครศรีธรรมราช,2557,9604,9138,18742
จังหวัดกระบี่,2557,3805,3622,7427
จังหวัดพังงา,2557,1807,1680,3487
จังหวัดภูเก็ต,2557,4643,4296,8939
จังหวัดสุราษฎร์ธานี,2557,8298,7641,15939
จังหวัดระนอง,2557,1569,1446,3015
จังหวัดชุมพร,2557,3312,3107,6419
จังหวัดสงขลา,2557,11555,10793,22348
จังหวัดสตูล,2557,2532,2300,4832
จังหวัดตรัง,2557,4296,3898,8194
จังหวัดพัทลุง,2557,2935,2578,5513
จังหวัดปัตตานี,2557,6080,5772,11852
จังหวัดยะลา,2557,5769,5339,11108
จังหวัดนราธิวาส,2557,6905,6400,13305
กรุงเทพมหานคร,2558,49172,46379,95551
จังหวัดสมุทรปราการ,2558,8240,7598,15838
จังหวัดนนทบุรี,2558,5263,4893,10156
จังหวัดปทุมธานี,2558,5975,5848,11823
จังหวัดพระนครศรีอยุธยา,2558,4164,4046,8210
จังหวัดอ่างทอง,2558,1212,1218,2430
จังหวัดลพบุรี,2558,3298,3256,6554
จังหวัดสิงห์บุรี,2558,969,936,1905
จังหวัดชัยนาท,2558,1235,1238,2473
จังหวัดสระบุรี,2558,3976,3776,7752
จังหวัดชลบุรี,2558,16106,15375,31481
จังหวัดระยอง,2558,4805,4555,9360
จังหวัดจันทบุรี,2558,3161,2999,6160
จังหวัดตราด,2558,1280,1109,2389
จังหวัดฉะเชิงเทรา,2558,4064,3933,7997
จังหวัดปราจีนบุรี,2558,2851,2714,5565
จังหวัดนครนายก,2558,1928,1749,3677
จังหวัดสระแก้ว,2558,2772,2698,5470
จังหวัดนครราชสีมา,2558,12928,12249,25177
จังหวัดบุรีรัมย์,2558,7437,6953,14390
จังหวัดสุรินทร์,2558,6385,6224,12609
จังหวัดศรีสะเกษ,2558,6187,5910,12097
จังหวัดอุบลราชธานี,2558,9474,9309,18783
จังหวัดยโสธร,2558,2150,2175,4325
จังหวัดชัยภูมิ,2558,4592,4300,8892
จังหวัดอำนาจเจริญ,2558,1509,1527,3036
จังหวัดบึงกาฬ,2558,2145,1972,4117
จังหวัดหนองบัวลำภู,2558,2287,2251,4538
จังหวัดขอนแก่น,2558,9372,8592,17964
จังหวัดอุดรธานี,2558,7887,7272,15159
จังหวัดเลย,2558,3160,3011,6171
จังหวัดหนองคาย,2558,2426,2305,4731
จังหวัดมหาสารคาม,2558,3509,3375,6884
จังหวัดร้อยเอ็ด,2558,4966,4636,9602
จังหวัดกาฬสินธุ์,2558,3939,3719,7658
จังหวัดสกลนคร,2558,5948,5640,11588
จังหวัดนครพนม,2558,2857,2700,5557
จังหวัดมุกดาหาร,2558,1885,1819,3704
จังหวัดเชียงใหม่,2558,10706,10332,21038
จังหวัดลำพูน,2558,1645,1670,3315
จังหวัดลำปาง,2558,2351,2195,4546
จังหวัดอุตรดิตถ์,2558,1652,1580,3232
จังหวัดแพร่,2558,1529,1454,2983
จังหวัดน่าน,2558,1906,1715,3621
จังหวัดพะเยา,2558,1693,1743,3436
จังหวัดเชียงราย,2558,5829,5497,11326
จังหวัดแม่ฮ่องสอน,2558,1688,1522,3210
จังหวัดนครสวรรค์,2558,4802,4624,9426
จังหวัดอุทัยธานี,2558,1452,1378,2830
จังหวัดกำแพงเพชร,2558,2857,2633,5490
จังหวัดตาก,2558,4601,4176,8777
จังหวัดสุโขทัย,2558,2241,2111,4352
จังหวัดพิษณุโลก,2558,4314,4130,8444
จังหวัดพิจิตร,2558,2284,2073,4357
จังหวัดเพชรบูรณ์,2558,3927,3695,7622
จังหวัดราชบุรี,2558,5154,4918,10072
จังหวัดกาญจนบุรี,2558,4618,4195,8813
จังหวัดสุพรรณบุรี,2558,4304,4003,8307
จังหวัดนครปฐม,2558,4573,4323,8896
จังหวัดสมุทรสาคร,2558,7111,6728,13839
จังหวัดสมุทรสงคราม,2558,723,643,1366
จังหวัดเพชรบุรี,2558,2262,2203,4465
จังหวัดประจวบคีรีขันธ์,2558,3393,3284,6677
จังหวัดนครศรีธรรมราช,2558,9144,8420,17564
จังหวัดกระบี่,2558,3696,3443,7139
จังหวัดพังงา,2558,1692,1683,3375
จังหวัดภูเก็ต,2558,4416,4154,8570
จังหวัดสุราษฎร์ธานี,2558,7617,7344,14961
จังหวัดระนอง,2558,1379,1309,2688
จังหวัดชุมพร,2558,3144,2984,6128
จังหวัดสงขลา,2558,10882,10374,21256
จังหวัดสตูล,2558,2378,2161,4539
จังหวัดตรัง,2558,3917,3622,7539
จังหวัดพัทลุง,2558,2621,2437,5058
จังหวัดปัตตานี,2558,6001,5709,11710
จังหวัดยะลา,2558,5590,5329,10919
จังหวัดนราธิวาส,2558,6431,6262,12693
กรุงเทพมหานคร,2559,47336,44694,92030
จังหวัดสมุทรปราการ,2559,7900,7296,15196
จังหวัดนนทบุรี,2559,5209,4782,9991
จังหวัดปทุมธานี,2559,5940,5541,11481
จังหวัดพระนครศรีอยุธยา,2559,4003,3735,7738
จังหวัดอ่างทอง,2559,1119,1111,2230
จังหวัดลพบุรี,2559,3410,3120,6530
จังหวัดสิงห์บุรี,2559,976,899,1875
จังหวัดชัยนาท,2559,1148,1133,2281
จังหวัดสระบุรี,2559,3785,3628,7413
จังหวัดชลบุรี,2559,15747,14662,30409
จังหวัดระยอง,2559,4770,4454,9224
จังหวัดจันทบุรี,2559,3001,2832,5833
จังหวัดตราด,2559,1075,1044,2119
จังหวัดฉะเชิงเทรา,2559,3930,3688,7618
จังหวัดปราจีนบุรี,2559,2847,2642,5489
จังหวัดนครนายก,2559,1864,1621,3485
จังหวัดสระแก้ว,2559,2764,2523,5287
จังหวัดนครราชสีมา,2559,12214,11834,24048
จังหวัดบุรีรัมย์,2559,6984,6581,13565
จังหวัดสุรินทร์,2559,6183,5957,12140
จังหวัดศรีสะเกษ,2559,5945,5713,11658
จังหวัดอุบลราชธานี,2559,9340,8830,18170
จังหวัดยโสธร,2559,2137,1936,4073
จังหวัดชัยภูมิ,2559,4415,4085,8500
จังหวัดอำนาจเจริญ,2559,1527,1411,2938
จังหวัดบึงกาฬ,2559,1974,1821,3795
จังหวัดหนองบัวลำภู,2559,2170,2125,4295
จังหวัดขอนแก่น,2559,9046,8582,17628
จังหวัดอุดรธานี,2559,7642,7080,14722
จังหวัดเลย,2559,3007,2961,5968
จังหวัดหนองคาย,2559,2340,2248,4588
จังหวัดมหาสารคาม,2559,3448,3195,6643
จังหวัดร้อยเอ็ด,2559,4782,4473,9255
จังหวัดกาฬสินธุ์,2559,3790,3554,7344
จังหวัดสกลนคร,2559,5797,5465,11262
จังหวัดนครพนม,2559,2730,2574,5304
จังหวัดมุกดาหาร,2559,1877,1759,3636
จังหวัดเชียงใหม่,2559,10080,9709,19789
จังหวัดลำพูน,2559,1686,1502,3188
จังหวัดลำปาง,2559,2290,2180,4470
จังหวัดอุตรดิตถ์,2559,1618,1550,3168
จังหวัดแพร่,2559,1375,1319,2694
จังหวัดน่าน,2559,1885,1769,3654
จังหวัดพะเยา,2559,1739,1668,3407
จังหวัดเชียงราย,2559,5621,5278,10899
จังหวัดแม่ฮ่องสอน,2559,1563,1472,3035
จังหวัดนครสวรรค์,2559,4499,4200,8699
จังหวัดอุทัยธานี,2559,1341,1214,2555
จังหวัดกำแพงเพชร,2559,2685,2566,5251
จังหวัดตาก,2559,4372,4254,8626
จังหวัดสุโขทัย,2559,2118,2051,4169
จังหวัดพิษณุโลก,2559,4131,3830,7961
จังหวัดพิจิตร,2559,2063,1957,4020
จังหวัดเพชรบูรณ์,2559,3910,3563,7473
จังหวัดราชบุรี,2559,5060,4679,9739
จังหวัดกาญจนบุรี,2559,4217,4056,8273
จังหวัดสุพรรณบุรี,2559,4029,3737,7766
จังหวัดนครปฐม,2559,4342,4203,8545
จังหวัดสมุทรสาคร,2559,6847,6218,13065
จังหวัดสมุทรสงคราม,2559,616,581,1197
จังหวัดเพชรบุรี,2559,2234,2117,4351
จังหวัดประจวบคีรีขันธ์,2559,3397,3174,6571
จังหวัดนครศรีธรรมราช,2559,8273,7809,16082
จังหวัดกระบี่,2559,3380,3350,6730
จังหวัดพังงา,2559,1622,1520,3142
จังหวัดภูเก็ต,2559,4168,4028,8196
จังหวัดสุราษฎร์ธานี,2559,7111,6696,13807
จังหวัดระนอง,2559,1287,1168,2455
จังหวัดชุมพร,2559,2974,2732,5706
จังหวัดสงขลา,2559,10303,9638,19941
จังหวัดสตูล,2559,2123,2006,4129
จังหวัดตรัง,2559,3411,3335,6746
จังหวัดพัทลุง,2559,2235,2227,4462
จังหวัดปัตตานี,2559,5745,5624,11369
จังหวัดยะลา,2559,5514,5010,10524
จังหวัดนราธิวาส,2559,6359,6084,12443
กรุงเทพมหานคร,2560,46838,44066,90904
จังหวัดสมุทรปราการ,2560,7771,7255,15026
จังหวัดนนทบุรี,2560,5114,4735,9849
จังหวัดปทุมธานี,2560,6084,5606,11690
จังหวัดพระนครศรีอยุธยา,2560,4005,3776,7781
จังหวัดอ่างทอง,2560,1035,1034,2069
จังหวัดลพบุรี,2560,3232,3121,6353
จังหวัดสิงห์บุรี,2560,949,844,1793
จังหวัดชัยนาท,2560,1165,1067,2232
จังหวัดสระบุรี,2560,3703,3594,7297
จังหวัดชลบุรี,2560,15888,14676,30564
จังหวัดระยอง,2560,4820,4347,9167
จังหวัดจันทบุรี,2560,3098,3012,6110
จังหวัดตราด,2560,1097,1053,2150
จังหวัดฉะเชิงเทรา,2560,3797,3655,7452
จังหวัดปราจีนบุรี,2560,2871,2726,5597
จังหวัดนครนายก,2560,1858,1773,3631
จังหวัดสระแก้ว,2560,2856,2665,5521
จังหวัดนครราชสีมา,2560,12260,11445,23705
จังหวัดบุรีรัมย์,2560,6815,6505,13320
จังหวัดสุรินทร์,2560,6026,5765,11791
จังหวัดศรีสะเกษ,2560,5738,5425,11163
จังหวัดอุบลราชธานี,2560,9038,8536,17574
จังหวัดยโสธร,2560,1953,1870,3823
จังหวัดชัยภูมิ,2560,4320,4150,8470
จังหวัดอำนาจเจริญ,2560,1531,1514,3045
จังหวัดบึงกาฬ,2560,1873,1848,3721
จังหวัดหนองบัวลำภู,2560,2172,2109,4281
จังหวัดขอนแก่น,2560,8848,8111,16959
จังหวัดอุดรธานี,2560,7444,7159,14603
จังหวัดเลย,2560,3165,2929,6094
จังหวัดหนองคาย,2560,2325,2219,4544
จังหวัดมหาสารคาม,2560,3468,3135,6603
จังหวัดร้อยเอ็ด,2560,4754,4415,9169
จังหวัดกาฬสินธุ์,2560,3725,3440,7165
จังหวัดสกลนคร,2560,5658,5368,11026
จังหวัดนครพนม,2560,2810,2643,5453
จังหวัดมุกดาหาร,2560,1853,1782,3635
จังหวัดเชียงใหม่,2560,10395,9857,20252
จังหวัดลำพูน,2560,1611,1503,3114
จังหวัดลำปาง,2560,2276,2082,4358
จังหวัดอุตรดิตถ์,2560,1652,1469,3121
จังหวัดแพร่,2560,1382,1237,2619
จังหวัดน่าน,2560,1803,1666,3469
จังหวัดพะเยา,2560,1763,1575,3338
จังหวัดเชียงราย,2560,5992,5563,11555
จังหวัดแม่ฮ่องสอน,2560,2133,1993,4126
จังหวัดนครสวรรค์,2560,4399,4034,8433
จังหวัดอุทัยธานี,2560,1275,1230,2505
จังหวัดกำแพงเพชร,2560,2720,2379,5099
จังหวัดตาก,2560,6106,5912,12018
จังหวัดสุโขทัย,2560,2004,1917,3921
จังหวัดพิษณุโลก,2560,4062,3846,7908
จังหวัดพิจิตร,2560,2030,1912,3942
จังหวัดเพชรบูรณ์,2560,3768,3528,7296
จังหวัดราชบุรี,2560,5136,4563,9699
จังหวัดกาญจนบุรี,2560,4383,4164,8547
จังหวัดสุพรรณบุรี,2560,3952,3737,7689
จังหวัดนครปฐม,2560,4290,4152,8442
จังหวัดสมุทรสาคร,2560,6827,6205,13032
จังหวัดสมุทรสงคราม,2560,610,533,1143
จังหวัดเพชรบุรี,2560,2220,2110,4330
จังหวัดประจวบคีรีขันธ์,2560,3409,3153,6562
จังหวัดนครศรีธรรมราช,2560,8156,7555,15711
จังหวัดกระบี่,2560,3419,3205,6624
จังหวัดพังงา,2560,1526,1423,2949
จังหวัดภูเก็ต,2560,4244,3910,8154
จังหวัดสุราษฎร์ธานี,2560,7055,6753,13808
จังหวัดระนอง,2560,1354,1161,2515
จังหวัดชุมพร,2560,2856,2752,5608
จังหวัดสงขลา,2560,10030,9494,19524
จังหวัดสตูล,2560,2139,1974,4113
จังหวัดตรัง,2560,3415,3249,6664
จังหวัดพัทลุง,2560,2192,2187,4379
จังหวัดปัตตานี,2560,5959,5576,11535
จังหวัดยะลา,2560,5565,5173,10738
จังหวัดนราธิวาส,2560,6445,6140,12585
กรุงเทพมหานคร,2561,43356,41121,84477
จังหวัดสมุทรปราการ,2561,7211,6723,13934
จังหวัดนนทบุรี,2561,4768,4462,9230
จังหวัดปทุมธานี,2561,5694,5489,11183
จังหวัดพระนครศรีอยุธยา,2561,3794,3606,7400
จังหวัดอ่างทอง,2561,995,939,1934
จังหวัดลพบุรี,2561,3035,2972,6007
จังหวัดสิงห์บุรี,2561,885,822,1707
จังหวัดชัยนาท,2561,988,943,1931
จังหวัดสระบุรี,2561,3522,3392,6914
จังหวัดชลบุรี,2561,15444,14272,29716
จังหวัดระยอง,2561,4672,4416,9088
จังหวัดจันทบุรี,2561,3076,2826,5902
จังหวัดตราด,2561,1203,1119,2322
จังหวัดฉะเชิงเทรา,2561,3769,3470,7239
จังหวัดปราจีนบุรี,2561,2691,2663,5354
จังหวัดนครนายก,2561,1821,1662,3483
จังหวัดสระแก้ว,2561,2727,2564,5291
จังหวัดนครราชสีมา,2561,11631,11029,22660
จังหวัดบุรีรัมย์,2561,6546,6181,12727
จังหวัดสุรินทร์,2561,5580,5559,11139
จังหวัดศรีสะเกษ,2561,5472,5044,10516
จังหวัดอุบลราชธานี,2561,8794,8295,17089
จังหวัดยโสธร,2561,1804,1777,3581
จังหวัดชัยภูมิ,2561,4059,4008,8067
จังหวัดอำนาจเจริญ,2561,1455,1386,2841
จังหวัดบึงกาฬ,2561,1907,1819,3726
จังหวัดหนองบัวลำภู,2561,2019,1925,3944
จังหวัดขอนแก่น,2561,8123,7737,15860
จังหวัดอุดรธานี,2561,7062,6757,13819
จังหวัดเลย,2561,2975,2715,5690
จังหวัดหนองคาย,2561,2191,2110,4301
จังหวัดมหาสารคาม,2561,3196,2945,6141
จังหวัดร้อยเอ็ด,2561,4459,4265,8724
จังหวัดกาฬสินธุ์,2561,3465,3349,6814
จังหวัดสกลนคร,2561,5456,5012,10468
จังหวัดนครพนม,2561,2724,2543,5267
จังหวัดมุกดาหาร,2561,1868,1793,3661
จังหวัดเชียงใหม่,2561,9995,9427,19422
จังหวัดลำพูน,2561,1548,1490,3038
จังหวัดลำปาง,2561,2149,1977,4126
จังหวัดอุตรดิตถ์,2561,1425,1371,2796
จังหวัดแพร่,2561,1264,1215,2479
จังหวัดน่าน,2561,1659,1602,3261
จังหวัดพะเยา,2561,1658,1556,3214
จังหวัดเชียงราย,2561,5753,5405,11158
จังหวัดแม่ฮ่องสอน,2561,2346,2110,4456
จังหวัดนครสวรรค์,2561,4015,3668,7683
จังหวัดอุทัยธานี,2561,1294,1232,2526
จังหวัดกำแพงเพชร,2561,2423,2323,4746
จังหวัดตาก,2561,5930,5567,11497
จังหวัดสุโขทัย,2561,1831,1752,3583
จังหวัดพิษณุโลก,2561,3920,3688,7608
จังหวัดพิจิตร,2561,1803,1792,3595
จังหวัดเพชรบูรณ์,2561,3556,3196,6752
จังหวัดราชบุรี,2561,4710,4223,8933
จังหวัดกาญจนบุรี,2561,4044,3842,7886
จังหวัดสุพรรณบุรี,2561,3811,3587,7398
จังหวัดนครปฐม,2561,4047,3889,7936
จังหวัดสมุทรสาคร,2561,5607,5095,10702
จังหวัดสมุทรสงคราม,2561,574,505,1079
จังหวัดเพชรบุรี,2561,2007,1936,3943
จังหวัดประจวบคีรีขันธ์,2561,2994,2786,5780
จังหวัดนครศรีธรรมราช,2561,7736,7252,14988
จังหวัดกระบี่,2561,3221,2935,6156
จังหวัดพังงา,2561,1318,1105,2423
จังหวัดภูเก็ต,2561,4080,3832,7912
จังหวัดสุราษฎร์ธานี,2561,7000,6571,13571
จังหวัดระนอง,2561,1430,1402,2832
จังหวัดชุมพร,2561,2759,2592,5351
จังหวัดสงขลา,2561,9847,9099,18946
จังหวัดสตูล,2561,1939,1944,3883
จังหวัดตรัง,2561,3328,3013,6341
จังหวัดพัทลุง,2561,2176,2098,4274
จังหวัดปัตตานี,2561,5705,5360,11065
จังหวัดยะลา,2561,5521,5150,10671
จังหวัดนราธิวาส,2561,6364,5836,12200
กรุงเทพมหานคร,2562,39976,37336,77312
จังหวัดสมุทรปราการ,2562,6398,6147,12545
จังหวัดนนทบุรี,2562,4232,4028,8260
จังหวัดปทุมธานี,2562,5253,4992,10245
จังหวัดพระนครศรีอยุธยา,2562,3666,3430,7096
จังหวัดอ่างทอง,2562,929,913,1842
จังหวัดลพบุรี,2562,2813,2673,5486
จังหวัดสิงห์บุรี,2562,852,772,1624
จังหวัดชัยนาท,2562,869,834,1703
จังหวัดสระบุรี,2562,3307,3046,6353
จังหวัดชลบุรี,2562,14232,13411,27643
จังหวัดระยอง,2562,4407,4179,8586
จังหวัดจันทบุรี,2562,2903,2671,5574
จังหวัดตราด,2562,1102,1039,2141
จังหวัดฉะเชิงเทรา,2562,3409,3302,6711
จังหวัดปราจีนบุรี,2562,2650,2550,5200
จังหวัดนครนายก,2562,1714,1539,3253
จังหวัดสระแก้ว,2562,2697,2443,5140
จังหวัดนครราชสีมา,2562,10878,10293,21171
จังหวัดบุรีรัมย์,2562,6049,5781,11830
จังหวัดสุรินทร์,2562,5307,5026,10333
จังหวัดศรีสะเกษ,2562,5183,4920,10103
จังหวัดอุบลราชธานี,2562,8442,8099,16541
จังหวัดยโสธร,2562,1712,1643,3355
จังหวัดชัยภูมิ,2562,3809,3654,7463
จังหวัดอำนาจเจริญ,2562,1336,1139,2475
จังหวัดบึงกาฬ,2562,1623,1736,3359
จังหวัดหนองบัวลำภู,2562,1967,1823,3790
จังหวัดขอนแก่น,2562,7750,7166,14916
จังหวัดอุดรธานี,2562,6506,6249,12755
จังหวัดเลย,2562,2608,2650,5258
จังหวัดหนองคาย,2562,2039,1914,3953
จังหวัดมหาสารคาม,2562,2967,2821,5788
จังหวัดร้อยเอ็ด,2562,4172,4016,8188
จังหวัดกาฬสินธุ์,2562,3384,3109,6493
จังหวัดสกลนคร,2562,4790,4614,9404
จังหวัดนครพนม,2562,2578,2422,5000
จังหวัดมุกดาหาร,2562,1721,1698,3419
จังหวัดเชียงใหม่,2562,9051,8562,17613
จังหวัดลำพูน,2562,1385,1362,2747
จังหวัดลำปาง,2562,1934,1914,3848
จังหวัดอุตรดิตถ์,2562,1401,1250,2651
จังหวัดแพร่,2562,1245,1108,2353
จังหวัดน่าน,2562,1632,1571,3203
จังหวัดพะเยา,2562,1581,1485,3066
จังหวัดเชียงราย,2562,5680,5311,10991
จังหวัดแม่ฮ่องสอน,2562,1911,1848,3759
จังหวัดนครสวรรค์,2562,3634,3400,7034
จังหวัดอุทัยธานี,2562,1230,1112,2342
จังหวัดกำแพงเพชร,2562,2370,2112,4482
จังหวัดตาก,2562,6293,6066,12359
จังหวัดสุโขทัย,2562,1644,1656,3300
จังหวัดพิษณุโลก,2562,3641,3464,7105
จังหวัดพิจิตร,2562,1681,1712,3393
จังหวัดเพชรบูรณ์,2562,3379,3085,6464
จังหวัดราชบุรี,2562,4188,3889,8077
จังหวัดกาญจนบุรี,2562,3811,3596,7407
จังหวัดสุพรรณบุรี,2562,3378,3351,6729
จังหวัดนครปฐม,2562,3726,3530,7256
จังหวัดสมุทรสาคร,2562,4001,3797,7798
จังหวัดสมุทรสงคราม,2562,435,450,885
จังหวัดเพชรบุรี,2562,1850,1759,3609
จังหวัดประจวบคีรีขันธ์,2562,2815,2555,5370
จังหวัดนครศรีธรรมราช,2562,7327,7109,14436
จังหวัดกระบี่,2562,2992,2872,5864
จังหวัดพังงา,2562,1051,970,2021
จังหวัดภูเก็ต,2562,3766,3555,7321
จังหวัดสุราษฎร์ธานี,2562,6220,5909,12129
จังหวัดระนอง,2562,1206,1244,2450
จังหวัดชุมพร,2562,2479,2378,4857
จังหวัดสงขลา,2562,8675,8092,16767
จังหวัดสตูล,2562,1852,1706,3558
จังหวัดตรัง,2562,3124,2852,5976
จังหวัดพัทลุง,2562,2018,1900,3918
จังหวัดปัตตานี,2562,5502,5139,10641
จังหวัดยะลา,2562,5264,5143,10407
จังหวัดนราธิวาส,2562,6106,5593,11699
กรุงเทพมหานคร,2563,36759,34214,70973
จังหวัดสมุทรปราการ,2563,6348,5778,12126
จังหวัดนนทบุรี,2563,4172,3919,8091
จังหวัดปทุมธานี,2563,5203,4928,10131
จังหวัดพระนครศรีอยุธยา,2563,3481,3205,6686
จังหวัดอ่างทอง,2563,858,829,1687
จังหวัดลพบุรี,2563,2698,2601,5299
จังหวัดสิงห์บุรี,2563,802,818,1620
จังหวัดชัยนาท,2563,804,789,1593
จังหวัดสระบุรี,2563,3126,2963,6089
จังหวัดชลบุรี,2563,13012,12266,25278
จังหวัดระยอง,2563,4295,3856,8151
จังหวัดจันทบุรี,2563,2809,2685,5494
จังหวัดตราด,2563,967,916,1883
จังหวัดฉะเชิงเทรา,2563,3476,3258,6734
จังหวัดปราจีนบุรี,2563,2737,2519,5256
จังหวัดนครนายก,2563,1611,1537,3148
จังหวัดสระแก้ว,2563,2522,2451,4973
จังหวัดนครราชสีมา,2563,10567,9732,20299
จังหวัดบุรีรัมย์,2563,5871,5502,11373
จังหวัดสุรินทร์,2563,5114,4848,9962
จังหวัดศรีสะเกษ,2563,5170,4734,9904
จังหวัดอุบลราชธานี,2563,8144,7582,15726
จังหวัดยโสธร,2563,1745,1662,3407
จังหวัดชัยภูมิ,2563,3807,3529,7336
จังหวัดอำนาจเจริญ,2563,1328,1309,2637
จังหวัดบึงกาฬ,2563,1693,1555,3248
จังหวัดหนองบัวลำภู,2563,1825,1761,3586
จังหวัดขอนแก่น,2563,7176,6836,14012
จังหวัดอุดรธานี,2563,6107,5668,11775
จังหวัดเลย,2563,2633,2432,5065
จังหวัดหนองคาย,2563,1937,1984,3921
จังหวัดมหาสารคาม,2563,2863,2759,5622
จังหวัดร้อยเอ็ด,2563,4036,3921,7957
จังหวัดกาฬสินธุ์,2563,3106,3039,6145
จังหวัดสกลนคร,2563,4486,4284,8770
จังหวัดนครพนม,2563,2548,2475,5023
จังหวัดมุกดาหาร,2563,1498,1413,2911
จังหวัดเชียงใหม่,2563,8737,8276,17013
จังหวัดลำพูน,2563,1292,1300,2592
จังหวัดลำปาง,2563,1866,1767,3633
จังหวัดอุตรดิตถ์,2563,1293,1237,2530
จังหวัดแพร่,2563,1110,1043,2153
จังหวัดน่าน,2563,1622,1520,3142
จังหวัดพะเยา,2563,1497,1326,2823
จังหวัดเชียงราย,2563,5300,5071,10371
จังหวัดแม่ฮ่องสอน,2563,1774,1676,3450
จังหวัดนครสวรรค์,2563,3672,3417,7089
จังหวัดอุทัยธานี,2563,1161,1097,2258
จังหวัดกำแพงเพชร,2563,2197,2029,4226
จังหวัดตาก,2563,5171,4890,10061
จังหวัดสุโขทัย,2563,1673,1543,3216
จังหวัดพิษณุโลก,2563,3410,3218,6628
จังหวัดพิจิตร,2563,1750,1613,3363
จังหวัดเพชรบูรณ์,2563,3247,2989,6236
จังหวัดราชบุรี,2563,3890,3575,7465
จังหวัดกาญจนบุรี,2563,3686,3443,7129
จังหวัดสุพรรณบุรี,2563,3325,3220,6545
จังหวัดนครปฐม,2563,3403,3184,6587
จังหวัดสมุทรสาคร,2563,3954,3644,7598
จังหวัดสมุทรสงคราม,2563,447,418,865
จังหวัดเพชรบุรี,2563,1814,1712,3526
จังหวัดประจวบคีรีขันธ์,2563,2662,2437,5099
จังหวัดนครศรีธรรมราช,2563,6987,6666,13653
จังหวัดกระบี่,2563,2887,2704,5591
จังหวัดพังงา,2563,1051,1034,2085
